"animal_id"	"bout_num"	"time_bin"	"licks"	"laser"
1	11	16	1	"off"
1	11	17	5	"off"
1	11	18	3	"off"
1	11	19	0	"off"
1	11	20	3	"off"
1	12	1	5	"off"
1	12	2	1	"off"
1	12	3	1	"off"
1	12	4	1	"off"
1	12	5	0	"off"
1	12	6	0	"off"
1	12	7	0	"off"
1	12	8	0	"off"
1	12	9	0	"off"
1	12	10	0	"off"
1	12	11	0	"off"
1	12	12	0	"off"
1	12	13	0	"off"
1	12	14	0	"off"
1	12	15	0	"off"
1	12	16	0	"off"
1	12	17	0	"off"
1	12	18	0	"off"
1	12	19	0	"off"
1	12	20	0	"off"
1	13	1	1	"off"
1	13	2	0	"off"
1	13	3	0	"off"
1	13	4	0	"off"
1	13	5	0	"off"
1	13	6	0	"off"
1	13	7	0	"off"
1	13	8	0	"off"
1	13	9	0	"off"
1	13	10	0	"off"
1	13	11	0	"off"
1	13	12	0	"off"
1	13	13	0	"off"
1	13	14	0	"off"
1	13	15	0	"off"
1	13	16	0	"off"
1	13	17	0	"off"
1	13	18	0	"off"
1	13	19	0	"off"
1	13	20	0	"off"
1	14	1	4	"off"
1	14	2	1	"off"
1	14	3	3	"off"
1	14	4	5	"off"
1	14	5	5	"off"
1	14	6	4	"off"
1	14	7	3	"off"
1	14	8	4	"off"
1	14	9	6	"off"
1	14	10	2	"off"
1	14	11	5	"off"
1	14	12	2	"off"
1	14	13	5	"off"
1	14	14	2	"off"
1	14	15	3	"off"
1	14	16	4	"off"
1	14	17	3	"off"
1	14	18	2	"off"
1	14	19	5	"off"
1	14	20	4	"off"
1	15	1	3	"off"
1	15	2	1	"off"
1	15	3	4	"off"
1	15	4	4	"off"
1	15	5	2	"off"
1	15	6	6	"off"
1	15	7	6	"off"
1	15	8	2	"off"
1	15	9	1	"off"
1	15	10	3	"off"
1	15	11	3	"off"
1	15	12	4	"off"
1	15	13	4	"off"
1	15	14	5	"off"
1	15	15	2	"off"
1	15	16	4	"off"
1	15	17	4	"off"
1	15	18	3	"off"
1	15	19	3	"off"
1	15	20	4	"off"
1	16	1	5	"off"
1	16	2	1	"off"
1	16	3	2	"off"
1	16	4	6	"off"
1	16	5	6	"off"
1	16	6	3	"off"
1	16	7	2	"off"
1	16	8	2	"off"
1	16	9	9	"off"
1	16	10	6	"off"
1	16	11	4	"off"
1	16	12	5	"off"
1	16	13	5	"off"
1	16	14	4	"off"
1	16	15	2	"off"
1	16	16	1	"off"
1	16	17	3	"off"
1	16	18	4	"off"
1	16	19	5	"off"
1	16	20	3	"off"
1	17	1	3	"off"
1	17	2	3	"off"
1	17	3	5	"off"
1	17	4	2	"off"
1	17	5	8	"off"
1	17	6	1	"off"
1	17	7	3	"off"
1	17	8	5	"off"
1	17	9	5	"off"
1	17	10	3	"off"
1	17	11	3	"off"
1	17	12	4	"off"
1	17	13	3	"off"
1	17	14	5	"off"
1	17	15	2	"off"
1	17	16	3	"off"
1	17	17	5	"off"
1	17	18	3	"off"
1	17	19	2	"off"
1	17	20	1	"off"
1	18	1	2	"off"
1	18	2	2	"off"
1	18	3	2	"off"
1	18	4	2	"off"
1	18	5	6	"off"
1	18	6	5	"off"
1	18	7	0	"off"
1	18	8	5	"off"
1	18	9	3	"off"
1	18	10	2	"off"
1	18	11	5	"off"
1	18	12	2	"off"
1	18	13	6	"off"
1	18	14	4	"off"
1	18	15	1	"off"
1	18	16	4	"off"
1	18	17	3	"off"
1	18	18	3	"off"
1	18	19	2	"off"
1	18	20	6	"off"
2	1	1	6	"off"
2	1	2	2	"off"
2	1	3	6	"off"
2	1	4	4	"off"
2	1	5	4	"off"
2	1	6	6	"off"
2	1	7	4	"off"
2	1	8	6	"off"
2	1	9	6	"off"
2	1	10	7	"off"
2	1	11	5	"off"
2	1	12	6	"off"
2	1	13	6	"off"
2	1	14	6	"off"
2	1	15	4	"off"
2	1	16	4	"off"
2	1	17	5	"off"
2	1	18	3	"off"
2	1	19	5	"off"
2	1	20	5	"off"
2	2	1	3	"off"
2	2	2	0	"off"
2	2	3	0	"off"
2	2	4	1	"off"
2	2	5	3	"off"
2	2	6	5	"off"
2	2	7	2	"off"
2	2	8	4	"off"
2	2	9	5	"off"
2	2	10	4	"off"
2	2	11	5	"off"
2	2	12	6	"off"
2	2	13	3	"off"
2	2	14	4	"off"
2	2	15	3	"off"
2	2	16	0	"off"
2	2	17	0	"off"
2	2	18	0	"off"
2	2	19	1	"off"
2	2	20	3	"off"
2	3	1	5	"off"
2	3	2	2	"off"
2	3	3	3	"off"
2	3	4	4	"off"
2	3	5	4	"off"
2	3	6	7	"off"
2	3	7	7	"off"
2	3	8	8	"off"
2	3	9	7	"off"
2	3	10	4	"off"
2	3	11	5	"off"
2	3	12	6	"off"
2	3	13	5	"off"
2	3	14	7	"off"
2	3	15	5	"off"
2	3	16	5	"off"
2	3	17	7	"off"
2	3	18	4	"off"
2	3	19	1	"off"
2	3	20	0	"off"
2	4	1	2	"off"
2	4	2	0	"off"
2	4	3	0	"off"
2	4	4	0	"off"
2	4	5	0	"off"
2	4	6	0	"off"
2	4	7	0	"off"
2	4	8	0	"off"
2	4	9	0	"off"
2	4	10	0	"off"
2	4	11	0	"off"
2	4	12	0	"off"
2	4	13	0	"off"
2	4	14	0	"off"
2	4	15	0	"off"
2	4	16	0	"off"
2	4	17	0	"off"
2	4	18	0	"off"
2	4	19	0	"off"
2	4	20	0	"off"
2	5	1	1	"off"
2	5	2	0	"off"
2	5	3	0	"off"
2	5	4	1	"off"
2	5	5	2	"off"
2	5	6	3	"off"
2	5	7	4	"off"
2	5	8	6	"off"
2	5	9	6	"off"
2	5	10	5	"off"
2	5	11	7	"off"
2	5	12	4	"off"
2	5	13	4	"off"
2	5	14	4	"off"
2	5	15	4	"off"
2	5	16	7	"off"
2	5	17	5	"off"
2	5	18	4	"off"
2	5	19	4	"off"
2	5	20	5	"off"
2	6	1	3	"off"
2	6	2	2	"off"
2	6	3	1	"off"
2	6	4	3	"off"
2	6	5	2	"off"
2	6	6	6	"off"
2	6	7	5	"off"
2	6	8	4	"off"
2	6	9	6	"off"
2	6	10	5	"off"
2	6	11	2	"off"
2	6	12	1	"off"
2	6	13	3	"off"
2	6	14	4	"off"
2	6	15	3	"off"
2	6	16	5	"off"
2	6	17	5	"off"
2	6	18	5	"off"
2	6	19	4	"off"
2	6	20	2	"off"
2	7	1	2	"off"
2	7	2	2	"off"
2	7	3	2	"off"
2	7	4	2	"off"
2	7	5	3	"off"
2	7	6	1	"off"
2	7	7	0	"off"
2	7	8	0	"off"
2	7	9	0	"off"
2	7	10	0	"off"
2	7	11	0	"off"
2	7	12	0	"off"
2	7	13	0	"off"
2	7	14	0	"off"
2	7	15	0	"off"
2	7	16	0	"off"
2	7	17	0	"off"
2	7	18	0	"off"
2	7	19	0	"off"
2	7	20	0	"off"
2	8	1	1	"off"
2	8	2	2	"off"
2	8	3	0	"off"
2	8	4	0	"off"
2	8	5	0	"off"
2	8	6	0	"off"
2	8	7	0	"off"
2	8	8	0	"off"
2	8	9	0	"off"
2	8	10	0	"off"
2	8	11	0	"off"
2	8	12	0	"off"
2	8	13	0	"off"
2	8	14	0	"off"
2	8	15	0	"off"
2	8	16	0	"off"
2	8	17	0	"off"
2	8	18	0	"off"
2	8	19	0	"off"
2	8	20	0	"off"
2	9	1	3	"off"
2	9	2	0	"off"
2	9	3	0	"off"
2	9	4	0	"off"
2	9	5	0	"off"
2	9	6	0	"off"
2	9	7	0	"off"
2	9	8	0	"off"
2	9	9	0	"off"
2	9	10	0	"off"
2	9	11	0	"off"
2	9	12	0	"off"
2	9	13	0	"off"
2	9	14	0	"off"
2	9	15	0	"off"
2	9	16	0	"off"
2	9	17	0	"off"
2	9	18	0	"off"
2	9	19	0	"off"
2	9	20	0	"off"
2	10	1	2	"off"
2	10	2	1	"off"
2	10	3	0	"off"
2	10	4	0	"off"
2	10	5	1	"off"
2	10	6	1	"off"
2	10	7	4	"off"
2	10	8	3	"off"
2	10	9	4	"off"
2	10	10	2	"off"
2	10	11	6	"off"
2	10	12	3	"off"
2	10	13	3	"off"
2	10	14	3	"off"
2	10	15	4	"off"
2	10	16	3	"off"
2	10	17	5	"off"
2	10	18	4	"off"
2	10	19	6	"off"
2	10	20	3	"off"
2	11	1	2	"off"
2	11	2	0	"off"
2	11	3	0	"off"
2	11	4	0	"off"
2	11	5	0	"off"
2	11	6	0	"off"
2	11	7	0	"off"
2	11	8	0	"off"
2	11	9	0	"off"
2	11	10	0	"off"
2	11	11	0	"off"
2	11	12	0	"off"
2	11	13	0	"off"
2	11	14	0	"off"
2	11	15	0	"off"
2	11	16	0	"off"
2	11	17	0	"off"
2	11	18	0	"off"
2	11	19	0	"off"
2	11	20	0	"off"
2	12	1	1	"off"
2	12	2	0	"off"
2	12	3	0	"off"
2	12	4	0	"off"
2	12	5	0	"off"
2	12	6	0	"off"
2	12	7	0	"off"
2	12	8	0	"off"
2	12	9	0	"off"
2	12	10	0	"off"
2	12	11	0	"off"
2	12	12	0	"off"
2	12	13	0	"off"
2	12	14	0	"off"
2	12	15	0	"off"
2	12	16	0	"off"
2	12	17	0	"off"
2	12	18	0	"off"
2	12	19	0	"off"
2	12	20	0	"off"
2	13	1	2	"off"
2	13	2	0	"off"
2	13	3	0	"off"
2	13	4	1	"off"
2	13	5	0	"off"
2	13	6	0	"off"
2	13	7	0	"off"
2	13	8	0	"off"
2	13	9	0	"off"
2	13	10	0	"off"
2	13	11	0	"off"
2	13	12	0	"off"
2	13	13	0	"off"
2	13	14	0	"off"
2	13	15	0	"off"
2	13	16	0	"off"
2	13	17	0	"off"
2	13	18	0	"off"
2	13	19	0	"off"
2	13	20	0	"off"
2	14	1	1	"off"
2	14	2	0	"off"
2	14	3	0	"off"
2	14	4	0	"off"
2	14	5	0	"off"
2	14	6	0	"off"
2	14	7	0	"off"
2	14	8	0	"off"
2	14	9	0	"off"
2	14	10	0	"off"
2	14	11	0	"off"
2	14	12	0	"off"
2	14	13	0	"off"
2	14	14	0	"off"
2	14	15	0	"off"
2	14	16	0	"off"
2	14	17	0	"off"
2	14	18	0	"off"
2	14	19	0	"off"
2	14	20	0	"off"
2	15	1	2	"off"
2	15	2	0	"off"
2	15	3	0	"off"
2	15	4	0	"off"
2	15	5	0	"off"
2	15	6	0	"off"
2	15	7	0	"off"
2	15	8	0	"off"
2	15	9	0	"off"
2	15	10	0	"off"
2	15	11	0	"off"
2	15	12	0	"off"
2	15	13	0	"off"
2	15	14	0	"off"
2	15	15	0	"off"
2	15	16	0	"off"
2	15	17	0	"off"
2	15	18	0	"off"
2	15	19	0	"off"
2	15	20	0	"off"
2	16	1	1	"off"
2	16	2	0	"off"
2	16	3	0	"off"
2	16	4	0	"off"
2	16	5	0	"off"
2	16	6	0	"off"
2	16	7	0	"off"
2	16	8	0	"off"
2	16	9	0	"off"
2	16	10	0	"off"
2	16	11	0	"off"
2	16	12	0	"off"
2	16	13	0	"off"
2	16	14	0	"off"
2	16	15	0	"off"
2	16	16	0	"off"
2	16	17	0	"off"
2	16	18	0	"off"
2	16	19	0	"off"
2	16	20	0	"off"
2	17	1	2	"off"
2	17	2	1	"off"
2	17	3	4	"off"
2	17	4	2	"off"
2	17	5	5	"off"
2	17	6	2	"off"
2	17	7	2	"off"
2	17	8	3	"off"
2	17	9	5	"off"
2	17	10	5	"off"
2	17	11	3	"off"
2	17	12	4	"off"
2	17	13	4	"off"
2	17	14	4	"off"
2	17	15	4	"off"
2	17	16	5	"off"
2	17	17	4	"off"
2	17	18	3	"off"
2	17	19	2	"off"
2	17	20	2	"off"
2	18	1	5	"off"
2	18	2	6	"off"
2	18	3	4	"off"
2	18	4	2	"off"
2	18	5	3	"off"
2	18	6	5	"off"
2	18	7	4	"off"
2	18	8	2	"off"
2	18	9	3	"off"
2	18	10	5	"off"
2	18	11	5	"off"
2	18	12	4	"off"
2	18	13	5	"off"
2	18	14	2	"off"
2	18	15	5	"off"
2	18	16	4	"off"
2	18	17	3	"off"
2	18	18	5	"off"
2	18	19	4	"off"
2	18	20	2	"off"
2	19	1	4	"off"
2	19	2	1	"off"
2	19	3	1	"off"
2	19	4	2	"off"
2	19	5	2	"off"
2	19	6	2	"off"
2	19	7	3	"off"
2	19	8	2	"off"
2	19	9	6	"off"
2	19	10	5	"off"
2	19	11	5	"off"
2	19	12	0	"off"
2	19	13	5	"off"
2	19	14	4	"off"
2	19	15	6	"off"
2	19	16	3	"off"
2	19	17	3	"off"
2	19	18	3	"off"
2	19	19	3	"off"
2	19	20	4	"off"
2	20	1	3	"off"
2	20	2	3	"off"
2	20	3	4	"off"
2	20	4	0	"off"
2	20	5	0	"off"
2	20	6	0	"off"
2	20	7	0	"off"
2	20	8	0	"off"
2	20	9	0	"off"
2	20	10	0	"off"
2	20	11	0	"off"
2	20	12	0	"off"
2	20	13	0	"off"
2	20	14	0	"off"
2	20	15	0	"off"
2	20	16	0	"off"
2	20	17	0	"off"
2	20	18	0	"off"
2	20	19	0	"off"
2	20	20	0	"off"
2	21	1	2	"off"
2	21	2	0	"off"
2	21	3	0	"off"
2	21	4	0	"off"
2	21	5	0	"off"
2	21	6	0	"off"
2	21	7	0	"off"
2	21	8	0	"off"
2	21	9	0	"off"
2	21	10	0	"off"
2	21	11	0	"off"
2	21	12	0	"off"
2	21	13	0	"off"
2	21	14	0	"off"
2	21	15	0	"off"
2	21	16	0	"off"
2	21	17	0	"off"
2	21	18	0	"off"
2	21	19	0	"off"
2	21	20	0	"off"
3	1	1	5	"off"
3	1	2	4	"off"
3	1	3	5	"off"
3	1	4	3	"off"
3	1	5	4	"off"
3	1	6	3	"off"
3	1	7	3	"off"
3	1	8	3	"off"
3	1	9	5	"off"
3	1	10	3	"off"
3	1	11	6	"off"
3	1	12	3	"off"
3	1	13	4	"off"
3	1	14	5	"off"
3	1	15	6	"off"
3	1	16	4	"off"
3	1	17	5	"off"
3	1	18	1	"off"
3	1	19	0	"off"
3	1	20	0	"off"
3	2	1	4	"off"
3	2	2	0	"off"
3	2	3	0	"off"
3	2	4	1	"off"
3	2	5	0	"off"
3	2	6	0	"off"
3	2	7	0	"off"
3	2	8	0	"off"
3	2	9	0	"off"
3	2	10	0	"off"
3	2	11	0	"off"
3	2	12	0	"off"
3	2	13	0	"off"
3	2	14	0	"off"
3	2	15	0	"off"
3	2	16	0	"off"
3	2	17	0	"off"
3	2	18	0	"off"
3	2	19	0	"off"
3	2	20	0	"off"
3	3	1	7	"off"
3	3	2	5	"off"
3	3	3	6	"off"
3	3	4	4	"off"
3	3	5	7	"off"
3	3	6	6	"off"
3	3	7	7	"off"
3	3	8	6	"off"
3	3	9	4	"off"
3	3	10	6	"off"
3	3	11	7	"off"
3	3	12	5	"off"
3	3	13	6	"off"
3	3	14	7	"off"
3	3	15	4	"off"
3	3	16	4	"off"
3	3	17	7	"off"
3	3	18	6	"off"
3	3	19	3	"off"
3	3	20	4	"off"
3	4	1	4	"off"
3	4	2	7	"off"
3	4	3	6	"off"
3	4	4	5	"off"
3	4	5	7	"off"
3	4	6	7	"off"
3	4	7	6	"off"
3	4	8	5	"off"
3	4	9	4	"off"
3	4	10	6	"off"
3	4	11	2	"off"
3	4	12	4	"off"
3	4	13	4	"off"
3	4	14	5	"off"
3	4	15	4	"off"
3	4	16	5	"off"
3	4	17	5	"off"
3	4	18	2	"off"
3	4	19	5	"off"
3	4	20	5	"off"
3	5	1	2	"off"
3	5	2	4	"off"
3	5	3	2	"off"
3	5	4	5	"off"
3	5	5	1	"off"
3	5	6	0	"off"
3	5	7	0	"off"
3	5	8	0	"off"
3	5	9	0	"off"
3	5	10	0	"off"
3	5	11	0	"off"
3	5	12	0	"off"
3	5	13	0	"off"
3	5	14	0	"off"
3	5	15	0	"off"
3	5	16	0	"off"
3	5	17	0	"off"
3	5	18	0	"off"
3	5	19	0	"off"
3	5	20	0	"off"
4	1	1	1	"off"
4	1	2	0	"off"
4	1	3	0	"off"
4	1	4	0	"off"
4	1	5	0	"off"
4	1	6	0	"off"
4	1	7	0	"off"
4	1	8	0	"off"
4	1	9	0	"off"
4	1	10	0	"off"
4	1	11	0	"off"
4	1	12	0	"off"
4	1	13	0	"off"
4	1	14	0	"off"
4	1	15	0	"off"
4	1	16	0	"off"
4	1	17	0	"off"
4	1	18	0	"off"
4	1	19	0	"off"
4	1	20	0	"off"
4	2	1	1	"off"
4	2	2	0	"off"
4	2	3	0	"off"
4	2	4	0	"off"
4	2	5	0	"off"
4	2	6	0	"off"
4	2	7	0	"off"
4	2	8	0	"off"
4	2	9	0	"off"
4	2	10	0	"off"
4	2	11	0	"off"
4	2	12	0	"off"
4	2	13	0	"off"
4	2	14	0	"off"
4	2	15	0	"off"
4	2	16	0	"off"
4	2	17	0	"off"
4	2	18	0	"off"
4	2	19	0	"off"
4	2	20	0	"off"
4	3	1	4	"off"
4	3	2	4	"off"
4	3	3	4	"off"
4	3	4	4	"off"
4	3	5	6	"off"
4	3	6	6	"off"
4	3	7	6	"off"
4	3	8	3	"off"
4	3	9	6	"off"
4	3	10	4	"off"
4	3	11	4	"off"
4	3	12	3	"off"
4	3	13	4	"off"
4	3	14	5	"off"
4	3	15	2	"off"
4	3	16	7	"off"
4	3	17	4	"off"
4	3	18	4	"off"
4	3	19	3	"off"
4	3	20	4	"off"
4	4	1	1	"off"
4	4	2	5	"off"
4	4	3	5	"off"
4	4	4	5	"off"
4	4	5	5	"off"
4	4	6	1	"off"
4	4	7	4	"off"
4	4	8	3	"off"
4	4	9	4	"off"
4	4	10	1	"off"
4	4	11	0	"off"
4	4	12	5	"off"
4	4	13	5	"off"
4	4	14	4	"off"
4	4	15	3	"off"
4	4	16	2	"off"
4	4	17	4	"off"
4	4	18	3	"off"
4	4	19	3	"off"
4	4	20	1	"off"
4	5	1	4	"off"
4	5	2	4	"off"
4	5	3	5	"off"
4	5	4	6	"off"
4	5	5	5	"off"
4	5	6	3	"off"
4	5	7	5	"off"
4	5	8	4	"off"
4	5	9	4	"off"
4	5	10	3	"off"
4	5	11	2	"off"
4	5	12	1	"off"
4	5	13	4	"off"
4	5	14	4	"off"
4	5	15	5	"off"
4	5	16	4	"off"
4	5	17	2	"off"
4	5	18	2	"off"
4	5	19	0	"off"
4	5	20	0	"off"
4	6	1	6	"off"
4	6	2	0	"off"
4	6	3	0	"off"
4	6	4	0	"off"
4	6	5	0	"off"
4	6	6	0	"off"
4	6	7	0	"off"
4	6	8	0	"off"
4	6	9	0	"off"
4	6	10	0	"off"
4	6	11	0	"off"
4	6	12	0	"off"
4	6	13	0	"off"
4	6	14	0	"off"
4	6	15	0	"off"
4	6	16	0	"off"
4	6	17	0	"off"
4	6	18	0	"off"
4	6	19	0	"off"
4	6	20	0	"off"
4	7	1	4	"off"
4	7	2	3	"off"
4	7	3	3	"off"
4	7	4	0	"off"
4	7	5	0	"off"
4	7	6	4	"off"
4	7	7	4	"off"
4	7	8	3	"off"
4	7	9	1	"off"
4	7	10	0	"off"
4	7	11	0	"off"
4	7	12	0	"off"
4	7	13	0	"off"
4	7	14	0	"off"
4	7	15	0	"off"
4	7	16	0	"off"
4	7	17	0	"off"
4	7	18	0	"off"
4	7	19	0	"off"
4	7	20	0	"off"
4	8	1	3	"off"
4	8	2	1	"off"
4	8	3	0	"off"
4	8	4	0	"off"
4	8	5	0	"off"
4	8	6	0	"off"
4	8	7	0	"off"
4	8	8	0	"off"
4	8	9	0	"off"
4	8	10	0	"off"
4	8	11	0	"off"
4	8	12	0	"off"
4	8	13	0	"off"
4	8	14	0	"off"
4	8	15	0	"off"
4	8	16	0	"off"
4	8	17	0	"off"
4	8	18	0	"off"
4	8	19	0	"off"
4	8	20	0	"off"
4	9	1	4	"off"
4	9	2	5	"off"
4	9	3	5	"off"
4	9	4	5	"off"
4	9	5	6	"off"
4	9	6	6	"off"
4	9	7	5	"off"
4	9	8	5	"off"
4	9	9	5	"off"
4	9	10	6	"off"
4	9	11	3	"off"
4	9	12	0	"off"
4	9	13	0	"off"
4	9	14	0	"off"
4	9	15	0	"off"
4	9	16	0	"off"
4	9	17	0	"off"
4	9	18	0	"off"
4	9	19	0	"off"
4	9	20	0	"off"
4	10	1	4	"off"
4	10	2	2	"off"
4	10	3	4	"off"
4	10	4	3	"off"
4	10	5	0	"off"
4	10	6	3	"off"
4	10	7	4	"off"
4	10	8	3	"off"
4	10	9	2	"off"
4	10	10	0	"off"
4	10	11	3	"off"
4	10	12	5	"off"
4	10	13	6	"off"
4	10	14	3	"off"
4	10	15	6	"off"
4	10	16	3	"off"
4	10	17	3	"off"
4	10	18	7	"off"
4	10	19	1	"off"
4	10	20	0	"off"
4	11	1	3	"off"
4	11	2	1	"off"
4	11	3	4	"off"
4	11	4	4	"off"
4	11	5	5	"off"
4	11	6	2	"off"
4	11	7	3	"off"
4	11	8	3	"off"
4	11	9	0	"off"
4	11	10	0	"off"
4	11	11	0	"off"
4	11	12	0	"off"
4	11	13	0	"off"
4	11	14	0	"off"
4	11	15	0	"off"
4	11	16	0	"off"
4	11	17	0	"off"
4	11	18	0	"off"
4	11	19	0	"off"
4	11	20	0	"off"
4	12	1	4	"off"
4	12	2	3	"off"
4	12	3	5	"off"
4	12	4	6	"off"
4	12	5	3	"off"
4	12	6	5	"off"
4	12	7	5	"off"
4	12	8	4	"off"
4	12	9	2	"off"
4	12	10	3	"off"
4	12	11	4	"off"
4	12	12	3	"off"
4	12	13	0	"off"
4	12	14	0	"off"
4	12	15	0	"off"
4	12	16	4	"off"
4	12	17	6	"off"
4	12	18	3	"off"
4	12	19	4	"off"
4	12	20	6	"off"
4	13	1	3	"off"
4	13	2	3	"off"
4	13	3	1	"off"
4	13	4	0	"off"
4	13	5	0	"off"
4	13	6	0	"off"
4	13	7	0	"off"
4	13	8	0	"off"
4	13	9	0	"off"
4	13	10	0	"off"
4	13	11	0	"off"
4	13	12	0	"off"
4	13	13	0	"off"
4	13	14	0	"off"
4	13	15	0	"off"
4	13	16	0	"off"
4	13	17	0	"off"
4	13	18	0	"off"
4	13	19	0	"off"
4	13	20	0	"off"
4	14	1	1	"off"
4	14	2	0	"off"
4	14	3	0	"off"
4	14	4	0	"off"
4	14	5	0	"off"
4	14	6	0	"off"
4	14	7	0	"off"
4	14	8	0	"off"
4	14	9	0	"off"
4	14	10	0	"off"
4	14	11	0	"off"
4	14	12	0	"off"
4	14	13	0	"off"
4	14	14	0	"off"
4	14	15	0	"off"
4	14	16	0	"off"
4	14	17	0	"off"
4	14	18	0	"off"
4	14	19	0	"off"
4	14	20	0	"off"
1	1	1	1	"on"
